Customer_ID,Customer_Active,Group_ID,Date_Added,Customer_Name,Sales_Person,GSTIN,Customer_Address,Customer_City,Customer_State,Customer_Phone,Customer_Email,lrmailid,Customer_Contract_Type,Customer_Credit_Days,Createdby
SH0000032,Active,ARMSTRONG,7/20/2022 7:42:16 PM,PREMIER METALS AND ENGINEERING CORPORATION,CORPORATE,29AAEFP9285G1ZO,"28A, Cunningham Rd, Vasanth Nagar, Bengaluru, Karnataka 560052",Bangalore,Karnataka,,pmecb1@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000035,Active,ARMSTRONG,7/20/2022 7:42:22 PM,TRIDENT HOLDINGS,CORPORATE,29ACDPV4084G1Z7,"TRIDENT HOLDINGS
NO.492
Mahadevapura Urban Banglore,560048",Bangalore,Karnataka,,tridentholdings@yahoo.co.in,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000044,Active,ARMSTRONG,05-08-2024 14:46,INTECH SYSTEMS,CORPORATE,33AGQPJ8935R1ZE,"52, Muniratnam Street,Ayyavoo Colony,, Aminjikarai,Chennai, Chennai, Tamil�Nadu,�600029",Chennai,Tamil Nadu,,office@intechsystems.in,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000050,Active,ARMSTRONG,7/20/2022 7:42:38 PM,SYNERGY INTERIORS,CORPORATE,36AHDPG1457B1ZW,"PARK SQUARE PLOT.NO.3A
Hyderabad,500034",Hyderabad,Telangana,,synergyinteriors1@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000485,Active,TECHPRO,12/29/2024 10:24:41 AM,TECH PRO ENGINEERING CO.,SUKHBIR,06AARPS3678M1ZP,"PLOT NO.132, PHASE-IV, SECTOR-57, KUNDLI, Sonipat, Haryana, 131028",SONIPAT,HARYANA,,rohitrathor743@gmail.com;techpro.rohit95@gmail.com,rohitrathor743@gmail.com;techpro.rohit95@gmail.com,TBB,30,Manoj
SH0000486,Active,ARMSTRONG,01-02-2025 09:05,SHREE BALAJI INDUSTRIES,CORPORATE,22ADEPB9540K1ZQ,"NEAR SHAKAMBARI DHARMKANTA, BHANPURI ROAD, BHANPURI, Raipur, Raipur, Chhattisgarh, 492001",RAIPUR,CHATTISGARH,,info@dlslogistics.in,info@dlslogistics.in,TOPAY,10,Manoj
SH0000487,Active,INGRAM,01-03-2025 16:52,INGRAM MICRO INDIA PRIVATE LIMITED,GOPINATH,32AABCT1296R1ZW,CO DLS LOGISTICS PVT LTD GROUND FLOOR SURYAKANTI ARCADE BLDG NO 606244 A5 CHALAPURAM CALICUT 673002,CALICUT,KERALA,,Mohan.Kumar@ingrammicro.com,Mohan.Kumar@ingrammicro.com,TBB,30,Calicut
SH0000488,Active,NEOSPAR,1/15/2025 2:11:22 PM,NEOSPAR CONCEPT,Ashutosh Pandey,27AAEFN4117H1ZF,"1, LALAN BLDG, PANCH RASTA, DEVIDAYAL ROAD, Mumbai Suburban, Maharashtra, 400080",MUMBAI,MAHARASHTRA,9885570178,info@solyxindia.com,info@solyxindia.com,TBB,30,Sameer
SH0000489,Active,U R C CONSTRUCTION,02-07-2025 15:53,U R C CONSTRUCTION PRIVATE LIMITED,MANOJ SIR,33AAACU2425Q1Z7,TATA ELECTRONICS BMS 57 SF NO.8421.9181 UDDANAPALLI VILLAGE SHOOLAGIRI TALUKA KRISHNAGIRI-635119,KRISHNAGIRI,TAMIL NADU,,karthikeyan.rathinam@urcc.in,karthikeyan.rathinam@urcc.in,TBB,30,Sameer
SH0000490,Active,COMPLETE,03-05-2025 16:44,COMPLETE INFRASTRUCTURE PRIVATE LIMITED,MANOJ SIR,06AAECC6994N1ZY,"Asodha Killa No. 11318 (8-0), 101 (6-14)), Asodha Bahadurgarh, Jhajjar Bahadurgarh, Bahadurgarh, Jhajjar, Haryana, 124507",JHAJJAR,HARYANA,,Rahul Chaudhary <rahul@ciplgroup.com>,Rahul Chaudhary <rahul@ciplgroup.com>,TBB,30,Sameer
SH0000491,Active,JIKA,9/22/2025 12:39:01 PM,JIKA EPC SERVICES LIMITED,VILAS SIR,27AAFCJ2302N1ZK,"1302 Kamdhenu 23 West, MIDC Industrial Area,�
Thane Belapur Rd., Pawne, Navi�Mumbai-�400709",NAVI MUMBAI,MAHARASHTRA,,dispatch@rssipl.com,dispatch@rssipl.com,TBB,30,Sameer
SH0000492,Active,ACTBLENDX,03-08-2025 11:51,ACTBLENDX INGREDIENTS PRIVATE LIMITED,SUKHBIR,06AAICM1636K1ZD,"2nd floor, Plot no. 22, Plot no. 22, sector-8, fermentis, IMT Manesar, Manesar, Gurugram, Haryana, 122051",GURGAON,HARYANA,,actblendx@gmail.com,actblendx@gmail.com,TBB,30,Sameer
SH0000493,Active,TIRUPATI,03-11-2025 12:58,TIRUPATI INDUSTRIES,SUKHBIR,08AAFFT7016A1ZI,"00, F-638, 00, KUSHKEDA, BHIWADI, Alwar, Rajasthan, 301707",ALWAR,RAJASTHAN,9311626015,tirupati79@rediffmail.com,tirupati79@rediffmail.com,TBB,30,Sameer
SH0000494,Active,WALKAROO,3/13/2025 11:46:56 AM,WALKAROO INTERNATIONAL PRIVATE LIMITED,SUKHBIR,29AADCV8760C2Z2,"SURVEY NO 579 AND 580,CHIKKAIAHANA CHATHRA HOBLI,THANDAVAPURA VILLAGE NANJANGUD TALUK,MYSORE KARNATAKA -571302",MYSORE,KARNATAKA,,tushar.patil@walkaroo.in,tushar.patil@walkaroo.in,TBB,30,Sameer
SH0000495,Active,GP PETROLEUMS,3/29/2025 11:58:53 AM,GP PETROLEUMS LIMITED,VILAS,27AABCS5295B1ZE,"8TH FLOOR, 804, ACKRUTI STAR, MIDC CENTRAL ROAD, ANDHERI EAST, Mumbai Suburban, Maharashtra, 400093",MUMBAI,MAHARASHTRA,8888161281,"	Vithal Kadam <vithal.kadam@gpglobal.com>","	Vithal Kadam <vithal.kadam@gpglobal.com>",TBB,30,Sameer
SH0000496,Active,MARK TECH,04-09-2025 11:02,MARK TECH POLYMERS PRIVATE LIMITED,SUKHBIR,08AAJCM2354D1ZM,"INDUSTRIAL AREA ,GHILOTH, A-151, MARK TECH POLYMERS PRIVATE LIMITED, GHILOTH, GHILOTH, Alwar, Rajasthan, 301706",ALWAR,RAJASTHAN,8875314854,"dispatchg1@marktechpolymers.com,","dispatchg1@marktechpolymers.com,",TBB,60,Sameer
SH0000497,Active,GLOBAL,4/24/2025 11:20:42 AM,GLOBAL CERAMICS PRIVATE LIMITED,SUKHBIR,08AADCG1933A1Z5,"PLOT NO. SP3-161, 162, INDUTRIAL AREA GHILOTH, SHAHJAHANPUR, Alwar, Rajasthan, 301706",ALWAR,RAJASTHAN,,GHILOTHACCOUNTS@GLOCERA.COM,GHILOTHACCOUNTS@GLOCERA.COM,TBB,45,Sameer
SH0000498,Active,ESME,4/26/2025 12:03:25 PM,ESME CONSUMER PRIVATE LIMITED,SUKHBIR,05AABCN4641A1Z3,"25, Sec- 6B IIE, SIIDCUL, Haridwar, Uttarakhand, 249403",HARDWAR,UTTARAKHAND,8302696220,Dispatch@urbantot.in,Dispatch@urbantot.in,TBB,30,Sameer
SH0000499,Active,DEEPAK,4/26/2025 12:34:07 PM,DEEPAK HOUSEWARE & TOYS LIMITED,SUKHBIR,08AAHCD8936G1ZB,"G-1056, Phase III, Riico Industrial Area, BHIWADI, Alwar, Rajasthan, 301019",ALWAR,RAJASTHAN,8302696220,Dispatch@urbantot.in,Dispatch@urbantot.in,TBB,30,Sameer
SH0000500,Active,SAI TRADERS,05-05-2025 14:02,SAI TRADERS,SUKHBIR,10ACEFS4741G1ZH,"NH 31, NH 31, HARRAKH, Begusarai, Bihar, 851101",BEGUSARAI,BIHAR,,global@glocera.com,global@glocera.com,TBB,30,Sameer
SH0000501,Active,G-RIYA,05-09-2025 12:28,G-RIYA BATH FITTING,SUKHBIR,06ANNPR5060M1ZF,"NEAR POOJA MARBLE, A-5 NEAR POOJA MARBLE, RAJIV NAGAR, GURGAON, GURGAON, Gurugram, Haryana, 122001",GURGAON,HARYANA,8750271271,g.riyabathfitting@gmail.com,g.riyabathfitting@gmail.com,TBB,30,Sameer
SH0000502,Active,ALWAR,5/21/2025 11:34:47 AM,ALWAR MANUFACTURERS PVT.LTD,MANOJ VERMA,08AABCA7710K1ZP,"E-168-169, M.I.AREA,ALWAR, ALWAR, Alwar, Rajasthan, 301030",ALWAR,RAJASTHAN,7506627177,Ampl.alwar@gmail.com,Ampl.alwar@gmail.com,TBB,30,Sameer
SH0000503,Active,KULARIA,5/21/2025 2:46:21 PM,KULARIA INDUSTRIES,VILAS SIR,29AKBPK7668M2ZD,"G-FLOOR, NO 158, HOSA ROAD ELECTRONIC CITY POST, NAGANATHAPURA, Bengaluru, Bengaluru Urban, Karnataka, 560100",BANGALORE,KARNATAKA,9819515194,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sameer
SH0000504,Active,SHIV,5/24/2025 11:53:31 AM,SHIV TRADING CO,MANOJ VERMA,08AVYPK4572A1Z9,"WARD NO 10, VILL KARDKA, POST THOI TEH SHRIMADHOPUR, Sikar, Rajasthan, 332719",SIKAR,RAJASTHAN,9971555880,balluram46@gmail.com,balluram46@gmail.com,TBB,30,Sameer
SH0000505,Active,MADHUBAN,5/28/2025 3:51:03 PM,MADHUBAN CERAMIC,MANOJ VERMA,24CLBPD7185D1ZE,"3, NANDANVAN SOCIETY, VAVADI ROAD, MORBI, Morbi, Gujarat, 363641",MORBI,GUJARAT,9904849620,brajeshkumarthan@gmail.com,brajeshkumarthan@gmail.com,TBB,30,Sameer
SH0000506,Active,ROHINI,06-09-2025 12:01,ROHINI CERAMICS,MANOJ VERMA,07AUGPJ5726Q1Z1,"KHASRA NO. 105,, MAIN IGNOU ROAD,, NEB SARAI,, New Delhi, Delhi, 110068",NEW DELHI,DELHI,,rkumar.alps@gmail.com,rkumar.alps@gmail.com,TBB,30,Sameer
SH0000276,Active,ARMSTRONG,7/20/2022 7:45:47 PM,BUILDCRAFT INTERIOR PVT LTD.,CORPORATE,33AACCB2106P1ZW,"NO.2, 8 TH FLOOR, KRM CENTRE, HARRINGTON ROAD, CHETPET, CHENNAI, TAMIL NADU, 600031",CHENNAI,Tamil Nadu,,balaji@buildcraft.co.in,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000279,Active,ARMSTRONG,7/20/2022 7:45:47 PM,J.K Traders,CORPORATE,33CQLPK6577K1Z7,"No.4258 Andankovil Pudtur,Covil Road Andancovil Post Karur ,Tamil Nadu - 639002",karur,Tamil Nadu,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000284,Active,ARMSTRONG,7/20/2022 7:45:47 PM,R R ENTERPRISES,CORPORATE,18AAEFR4733K1ZX,"MP KHAITAN NORTH BENGAL NEAR CANCER DEPT SUPER SPECIALLTY BLOCK SILIGURI,WEST BENGAL-734102",siliguri,West Bengal,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000285,Active,ARMSTRONG,7/20/2022 7:45:47 PM,MADAAN INTERIORS,CORPORATE,03AJSPM5339H2ZX,"SOUTH MODEL GRAM 110-A KOCHAR MARKET ROAD LUDHIANA,PUNJAB-141002",ludhiana,Punjab,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000287,Active,ARMSTRONG,08-04-2023 16:30,RANGOLI MARKTING COMPANY,CORPORATE,36AACFR1339M1Z1,"8-2-686B6MK, THE LAXMI BUILDING , ROAD NO ; 12,
BANJARAHILLS- HYDERABAD.BANJARAHILLS- HYDERABAD.",Hyderabad,Telangana,,rangoli.rmc@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,5,Migration
SH0000289,Active,THERMO,12/15/2021 1:15:21 PM,ELEGANCE SCIENTIFICS,CORPORATE,36APBPK7288N1Z7,"HYDERABAD NO.23, GROUND FLOOR, RTC X ROADS HYDERABAD,TELANGANA-500020",hyderabad,Telangana,,,sharad@thermofisher.com;rohan.patil@thermofisher.com;vishal.randhavi@thermofisher.com;mithun.tare@thermofisher.com;roshan.patil@thermofisher.com,TOPAY,30,Migration
SH0000292,Active,ARMSTRONG,08-08-2023 12:21,CO-FOAM AGENCIES,CORPORATE,21AGVPS4580J1ZS,"102 STATION SQUARE, KHARVEL NAGAR BHUBANESWAR,ODISHA-751001",BHUBANESWAR,Odisha,,cofoamagencies@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000507,Active,PANTHER,06-09-2025 12:14,PANTHER OVERSEAS,MANOJ VERMA,24EHDPS1408G1ZK,"5, 205, NAKSHATRA COMPLEX, SADHUVASHVANI ROAD, UNIVERSITY ROAD, Rajkot, Gujarat, 360005",RAJKOT,GUJARAT,,rkumar.alps@gmail.com,rkumar.alps@gmail.com,TBB,30,Sameer
SH0000508,Active,TEGAMEN SAFETY,06-10-2025 11:38,TEGAMEN SAFETY PRODUCTS PRIVATE LIMITED,MANOJ VERMA,08AAICT0957G1Z5,"SP7-52, RIICO Industrial Area, Industrial Area Ghiloth, Kotputli Behror, Rajasthan, 301705",GHILOTH,RAJASTHAN,,sachin.yadav@tegamensafetyproducts.com,sachin.yadav@tegamensafetyproducts.com,TBB,30,Sameer
SH0000509,Active,GIRDHARI LAL,6/26/2025 2:40:26 PM,GIRDHARI LAL CONSTRUCTIONS PRIVATE LIMITED,MANOJ SIR,36AABCG9035B1ZX,"PLATFORM NO.10, NEAR RPF DOG SQUARD OFFICE OUTSIDE, S.C.RLY,RAIL NIRMAN NILAYAM, Raifalgunj Railway Quarters, Secunderabad, Hyderabad, Telangana, 500071",HYDERABAD,TELANGANA,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Sameer
SH0000510,Active,BIOINGREDIA,7/25/2025 1:08:59 PM,BIOINGREDIA NATURAL PRIVATE LIMITED,GOPINATH,32AAGCB1593G1ZW,"3RD FLOOR, 231186, Pocudyil Plaza, Civil Line Road, Padamugal, Ernakulam, Kerala, 682030",ERNAKULAM,KERALA,,accounts@bioingredia.com,accounts@bioingredia.com,TBB,30,Sameer
SH0000511,Active,COUNTRYWIDE,10-01-2025 13:03,COUNTRYWIDE LOGISTICS INDIA PRIVATE LIMITED,GOPINATH,24AAECC7577P1ZZ,"101, CHITRARATH COMPLEX, NEAR PRESIDENT HOTEL, SWASTIC CROSS ROAD, CG ROAD, Ahmedabad, Gujarat, 380009",AHMADABAD,GUJARAT,,Channel_Partner@countrywidelogistics.co.in,Channel_Partner@countrywidelogistics.co.in,TBB,30,Sameer
SH0000512,Active,RHINO MOTOR,11-08-2025 13:12,RHINO MOTOR STARTER AND PANELS,SUKHBIR,09ABGFR2035R1ZN,"PLOT NO 444, UDYOG KENDRA II, Greater Noida, Greater Noida, Gautambuddha Nagar, Uttar Pradesh, 201306",NOIDA,UTTAR PRADESH,8800834745,ID.rhinomspanels@gmail.com,ID.rhinomspanels@gmail.com,TBB,15,Sameer
SH0000071,Active,SKYLINE,12/15/2021 1:17:40 PM,SKYLINE FOOD PRODUCTS LLP,CORPORATE,27ACLFS7793K1Z4,Om Taarak Bldg. Madhvi Complex Om Mandir Road Sonale Village,Bhiwandi,Maharashtra,,skylinefoodsacct@gmail.com,skylinefoodsacct@gmail.com,TBB,30,Migration
SH0000077,Active,ARMSTRONG,7/20/2022 7:45:47 PM,CARMEL AGENCIES,CORPORATE,32ACNPJ8561E1ZK,"44372, MKK NAIR ROAD, PALARIVATTOM, Ernakulam, Kerala, 682025.",cochin,Kerala,,carmelgyprofiles@gmail.com;info@carmelgyprofiles.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,PAID,0,Migration
SH0000079,Active,ARMSTRONG,7/20/2022 7:45:47 PM,ARMSTRONG WORLD INDUSTRIES INDIA PVT. LTD.,CORPORATE,27AACCA0171F1Z6-,"ARMSTRONG WORLD INDUSTRIES INDIA PVT. LTD.
E2F2 RAJLAXMI LOGISTICS PARK
BHIWANDI,421302",Bhiwandi,Maharashtra,,CWHouseindia@knaufarmstrong.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,15,Migration
SH0000080,Active,ARMSTRONG,7/20/2022 7:45:47 PM,VENUS ENTERPRISES,CORPORATE,32AGMPN4301R1Z4,"32AGMPN4301R1Z4-VENUS ENTERPRISES
2628, PRASEETH BUILDING
OPP: HiLITE MALL, CALICUT,673014",calicut,Kerala,,venusgypsumcalicut@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000424,Active,ASHIRWAD,9/13/2023 5:40:54 PM,RAVINDRA AIRPRODUCTS PRIVATE LIMITED,CORPORATE,36AAJCR7557H1ZV,"A 16, ROAD N0 9, NACHARAM, Medchal Malkajgiri, Telangana, 500076",HYDERADAD,TELANGANA,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Migration
SH0000425,Active,NCC,1/19/2024 1:39:14 PM,DEXTRA INDIA PVT LTD,Suhas,27AABCD4112C1ZD,"Ground Floor, Unit No.1, 215 Atrium, Tower 2, Andheri Kurla Road, Andheri East, Mumbai Suburban, Maharashtra, 400059",MUMBAI,MAHARASHTRA,86600 62494,rob.mtrl@nccltd.in,rob.mtrl@nccltd.in,TBB,30,Migration
SH0000426,Active,ARMSTRONG,1/19/2024 1:39:07 PM,M/S AKHIL GASES,Hemant,29AALFA1165B1ZR,"Sri Chamundeshwari Sugars Premises, Akhil Gases, Annur Road, K M Doddi, Mandya, Karnataka, 571422",BANGALORE,KARNATAKA,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Migration
SH0000427,Active,ASHIRWAD,9/30/2023 12:19:11 PM,Baramati Oxygen,CORPORATE,27AHJPG8077F1Z3,C-20 MIDC Baramati Near Fire Station And A.K Industries MIDC Baramati 413133,,MAHARASHTRA,,info@dlslogistics.in,,TOPAY,30,Migration
SH0000428,Active,ARMSTRONG,11-10-2023 11:52,APRIES INDIA PRIVATE LIMITED,CORPORATE,06AAWCA9667J1ZQ,"KHEWAT NO. 436413, KHATONI NO. 451, JAKHODA, BAHADURGARH, APRIES INDIA PRIVATE LIMITED, Delhi Rohtak Road, BLS Institute of Technology Management, Sankhol, Jhajjar, Haryana, 124505",BAHADURGARH,HARYANA,99589 91171,rahul@ciplgroup.com,rahul@ciplgroup.com,TBB,30,Migration
SH0000429,Active,NAVYA,1/19/2024 1:39:27 PM,UDAY CONSTRUCTION,Suhas,22AACFU4604L1ZB,"KULIPOTA, CHAMPA, JANJGIR, Janjgir Champa, Chhattisgarh, 495668",JANJGIR-CHAMPA,Chhattisgarh,98330 32139,navyacables123@gmail.com,navyacables123@gmail.com,TBB,30,Migration
SH0000430,Active,ANUJ ELECTRICAL,11/27/2023 12:44:38 PM,ANUJ ELECTRICAL SERVICES,CORPORATE,27AQAPM4604L1ZT,"102, OM PUSHPAK CHS LTD, SAMATA NAGAR, OPP.DEVDAYA PARK,, THANE WEST, Thane, Maharashtra, 400606",THANE,Maharashtra,80102 46933,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Migration
SH0000431,Active,FURNITURE KRAFT,12/18/2023 5:39:21 PM,NAV DURGA TRADING AGENCY,CORPORATE,10AELPP2383Q2Z0,"SALEMPUR, TEKARI, GAYA, Gaya, Bihar, 824236",Gaya,BIHAR,+91 80102 46933,info@dlslogistics.in,,TBB,30,Migration
SH0000433,Active,PACIFIC ORGANICS,1/18/2024 12:00:34 PM,PACIFIC ORGANICS PVT LTD,Hemant,27AABCP8168Q1ZK,"Plot No N-4, PACIFIC ORGANICS PVT LTD, ADD MIDC, ANAND NAGAR, AMBARNATH, Thane, Maharashtra, 421506",THANE,MAHARASHTRA,+91 80102 46933,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000434,Active,OFFSHORE,2/26/2024 4:19:11 PM,OFFSHORE INFRASTRUCTURES LIMITED,DURGESH,22AAACO1012F2ZD,"278, Sun City, Surya Mandir, Near Surya Mandir, Lalbaugh, Lalbaugh, Jagdalpur, Bastar, Chhattisgarh, 494001",Jagdalpur,CHATTISGARH,92264 97747,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000435,Active,HRJOHN,03-02-2024 11:36,VISION TILES GALLERY,Suhas,29AANFV1342H1ZX,"ward 15, J C Road, Sagar, Shivamogga, Karnataka, 577401",Kambalikoppa,Karnataka,9594030393,visiontilesgallery@gmail.com,visiontilesgallery@gmail.com,TBB,30,Sanketh
SH0000436,Active,ARMSTRONG,03-02-2024 13:56,KAPLINKS ENGINEERING PVT LTD,Suhas,27AACCK9596Q1ZE,"GROUND FLOOR, 12, SHIVSAGAR INDUSTRIAL ESTATE, KOTKAR ROAD, GOREGAON EAST, Mumbai Suburban, Maharashtra, 400063",MUMBAI,Maharashtra,99589 91171,rahul@ciplgroup.com,rahul@ciplgroup.com,TBB,30,Sanketh
